Name,Item ID,CMS ID
Kh. Yarza,6875c0223baae76b594fd056,6875c0223baae76b594fd056
Kh. Zanutah,6875c02658b028993aaf1428,6875c02658b028993aaf1428
Kh. a-Deir,6875c01174474586966e25f9,6875c01174474586966e25f9
Kh. a-Deir,6875c0257389043c96b60dfd,6875c0257389043c96b60dfd
Kh. a-Nahlah,6875c011f25e85a49c6dec8f,6875c011f25e85a49c6dec8f
Kh. a-Ras al-Ahmar,6875c02258b028993aaf1338,6875c02258b028993aaf1338
Kh. a-Sheikh Sa'eed,6875bffc90c314372b219178,6875bffc90c314372b219178
Kh. a-Taban,6875c026cd76cf413e43635c,6875c026cd76cf413e43635c
Kh. a-Tawamin,6875c026bedca23a5b2b29cb,6875c026bedca23a5b2b29cb
Kh. a-Tayah,6875c022237aac6304cd7e48,6875c022237aac6304cd7e48
Kh. al-Fakhit,6875c026aa9fd24b000688f4,6875c026aa9fd24b000688f4
Kh. al-Hasaka,6875c027dd9489e7cab7a2f7,6875c027dd9489e7cab7a2f7
Kh. al-Kharuba,6875c0114d252824544b214b,6875c0114d252824544b214b
Kh. al-Majaz,6875c0102f4ee75eaa327ca5,6875c0102f4ee75eaa327ca5
Kh. al-Mantarah,6875c02536f16b274d9a3266,6875c02536f16b274d9a3266
Kh. al-Maq'urah,6875c026e0f65a70656dab6b,6875c026e0f65a70656dab6b
Kh. al-Marajim,6875bfff0708ac560f360ca2,6875bfff0708ac560f360ca2
Kh.Ibziq,6875bffe237aac6304cd7302,6875bffe237aac6304cd7302
Khallet 'Afana,6875c00e36f16b274d9a2869,6875c00e36f16b274d9a2869
Khallet 'Arabi,6875c01819bcc90747002408,6875c01819bcc90747002408
Khallet Hamad,6875c00fe697f78651901824,6875c00fe697f78651901824
Khallet Sakariya,6875c00e7389043c96b606cc,6875c00e7389043c96b606cc
Khallet Salih,6875c018f31ee47e94b2c8fe,6875c018f31ee47e94b2c8fe
Khallet a-Nu'man,6875c0205d42d37241d28725,6875c0205d42d37241d28725
Khallet al-'Aqd,6875c016ba479c1062f41227,6875c016ba479c1062f41227
Khallet al-Ballutah,6875c00e6ad391d591429eea,6875c00e6ad391d591429eea
Khallet al-Hadad,6875c00eb14376cff972d46f,6875c00eb14376cff972d46f
Khallet al-Louza,6875c010957701899282c031,6875c010957701899282c031
Khallet al-Maiya,6875c0183c038d0dbc472124,6875c0183c038d0dbc472124
Khallet al-Qaranin,6875c010f127c6a93b5d6742,6875c010f127c6a93b5d6742
Khan Al Ahmar,68419b904c42d4fc41f8bd8f,68419b904c42d4fc41f8bd8f
Khan Yunis,6875bff99c9eecc4326a8dd1,6875bff99c9eecc4326a8dd1
Khan Yunis R.C.,6875bff987e51b141bdb4da5,6875bff987e51b141bdb4da5
Khan al-Ahmar school,6875c02b6ad391d59142a6dc,6875c02b6ad391d59142a6dc
Kharas,6875c01361e9dc30f02d5f1a,6875c01361e9dc30f02d5f1a
Kharayib Umm al Lahim,6875c00d296a0ebcd388da5e,6875c00d296a0ebcd388da5e
Kharbatha Bani Harith,6875c00b3baae76b594fcacb,6875c00b3baae76b594fcacb
Kharbatha al-Misbah,6875c00cb8f3c00f703daae4,6875c00cb8f3c00f703daae4
Khashm al-Karem,6875c01812e3adb15868319a,6875c01812e3adb15868319a
Khirbet Asafi,6875c0260708ac560f361a7d,6875c0260708ac560f361a7d
Khirbet Qeis,6875c009164002893fcbadf4,6875c009164002893fcbadf4
Khurisa,6875c02614bfa312b1676cda,6875c02614bfa312b1676cda
Khursa,6875c016d335b95a8e448c33,6875c016d335b95a8e448c33
Khuzaʽa,687f047917cab0f4044e5945,687f047917cab0f4044e5945
Kifl Haris,6875c0027bb05de07b517ec5,6875c0027bb05de07b517ec5
Kisan,6875c0118a29ee65ca9139af,6875c0118a29ee65ca9139af
Kisan,6875c011d335b95a8e4488d5,6875c011d335b95a8e4488d5
Kobar,6875c01e12e3adb15868332f,6875c01e12e3adb15868332f
Kufeirit,6875c01b35e42db992da172b,6875c01b35e42db992da172b
Kur,6875c004bedca23a5b2b1eb1,6875c004bedca23a5b2b1eb1
Kureiseh,6875c02774474586966e2f6f,6875c02774474586966e2f6f
Kurza,6875c015bedca23a5b2b2461,6875c015bedca23a5b2b2461
Kuziba,6875c01f36f16b274d9a2f42,6875c01f36f16b274d9a2f42
Madama,6875c00236f16b274d9a24ba,6875c00236f16b274d9a24ba
Mahattet Tahsin Mansur,6875c020237aac6304cd7db8,6875c020237aac6304cd7db8
Majdal Bani Fadel,6875c00425c6548282691935,6875c00425c6548282691935
Mantiqat She'b al-Baten,6875c010aa046612f795ca1a,6875c010aa046612f795ca1a
Mantiqat She'b al-Baten,6875c0260a2b30bfd53fcc00,6875c0260a2b30bfd53fcc00
Mantiqat al-Heish,6875c000bf891e3aab105b90,6875c000bf891e3aab105b90
Marah Ma'alla,6875c00e6bf8da1fa891bcf4,6875c00e6bf8da1fa891bcf4
Marah Rabah,6875c011cd58e8d04eac5652,6875c011cd58e8d04eac5652
Marah al-Baqqar,6875c01f2d205435aa47cb5a,6875c01f2d205435aa47cb5a
Marda,6875c007faf7802d747d9a2b,6875c007faf7802d747d9a2b
Marj Na'jah,6875c004f31ee47e94b2c461,6875c004f31ee47e94b2c461
Marj al-Ghazal,6875c021957701899282c547,6875c021957701899282c547
Masafer Yatta,6840920d43e23a8065105127,6840920d43e23a8065105127
Masha,6875c006dd9489e7cab7928b,6875c006dd9489e7cab7928b
Mashru' Beit Qad,6875bffa46e5fdeb85600ff1,6875bffa46e5fdeb85600ff1
Mazari' an Nubani,6875c009f25e85a49c6dea32,6875c009f25e85a49c6dea32
Meithalun,6875bffd957701899282bac6,6875bffd957701899282bac6
Mikhmas,6875c028e0f65a70656dac7f,6875c028e0f65a70656dac7f
Mirka,6875bffcdd9489e7cab78f4d,6875bffcdd9489e7cab78f4d
Misiliyah,6875bffc3baae76b594fc647,6875bffc3baae76b594fc647
Mukhamas,68419b90f13316ecb8e0a9ed,68419b90f13316ecb8e0a9ed
Muslim Quarter,6875c0270a2b30bfd53fcc34,6875c0270a2b30bfd53fcc34
Nablus,68419b90e3d998f090ea02d7,68419b90e3d998f090ea02d7
Nablus,6875c028bef5333665fa8d03,6875c028bef5333665fa8d03
Nahhalin,6875c0134ff1e2b501929b60,6875c0134ff1e2b501929b60
Nazlat 'Isa,6875bffc1970984965c50fd4,6875bffc1970984965c50fd4
Nazlat Abu Nar,6875c02369517854cce358e0,6875c02369517854cce358e0
Nazlat a-Sheikh Zeid,6875c01b4d252824544b24dc,6875c01b4d252824544b24dc
Ni'lin,6875c00beda7a7b48770a2d7,6875c00beda7a7b48770a2d7
Nisf Jubeil,6875bffe2d205435aa47c123,6875bffe2d205435aa47c123
Nuba,6875c013cbb99d6acd3c8723,6875c013cbb99d6acd3c8723
Nur Shams R.C.,6875c001d335b95a8e4482f1,6875c001d335b95a8e4482f1
Odala,6875c004a7c637eaa2e7295a,6875c004a7c637eaa2e7295a
Om al-Nasr,687efe54de777ed5d5c702b8,687efe54de777ed5d5c702b8
Osarin,6875c00419bcc90747001b93,6875c00419bcc90747001b93
Qabalan,6875c00758b028993aaf0a5f,6875c00758b028993aaf0a5f
Qabatiyah,6875c01b0a2b30bfd53fc893,6875c01b0a2b30bfd53fc893
Qafan al-Khamis,6875c01212e3adb158683021,6875c01212e3adb158683021
Qaffin,6875c01c5afff353f2530e4f,6875c01c5afff353f2530e4f
Qalandia,6875c01969517854cce35614,6875c01969517854cce35614
Qalandiya RC,6875c00ddc575df88e69bae6,6875c00ddc575df88e69bae6
Qalqas,6875c01787e51b141bdb57b3,6875c01787e51b141bdb57b3
Qalqiliya,6875c001237aac6304cd7400,6875c001237aac6304cd7400
Qalqilya,6841b7f098c0cb5d5fae33fe,6841b7f098c0cb5d5fae33fe
Qarawat Bani Hassan,6875c006b12b50f5844739d7,6875c006b12b50f5844739d7
Qarawat Bani Zeid,6875c00861e9dc30f02d5ae5,6875c00861e9dc30f02d5ae5
Qaryut,6875c007e697f7865190155a,6875c007e697f7865190155a
Qatanah,6875c00c2f4ee75eaa327bb7,6875c00c2f4ee75eaa327bb7
Qawawis,6875c0104da6359afbb7addf,6875c0104da6359afbb7addf
Qeiqis,6875c0230ddddd64a3759410,6875c0230ddddd64a3759410
Qibyah,6875c00b87e51b141bdb53bc,6875c00b87e51b141bdb53bc
Qila,6875c01387e51b141bdb56db,6875c01387e51b141bdb56db
Qinan Jaber,6875c0186bf8da1fa891caa2,6875c0186bf8da1fa891caa2
Qinan a-Najmah,6875c00f7389043c96b60769,6875c00f7389043c96b60769
Qira,6875c003caf7140ccdcffe74,6875c003caf7140ccdcffe74
Qubaibah,6875c00d6bf8da1fa891bc28,6875c00d6bf8da1fa891bc28
Qurnet a-Ras,6875c0181ffd100ab7af0ce6,6875c0181ffd100ab7af0ce6
Qusin,6875c0025f006aa7cb57bf23,6875c0025f006aa7cb57bf23
Qusrah,6875c007abcaecceb44680d3,6875c007abcaecceb44680d3
Raba,6875c01ad8f36b3c83290f06,6875c01ad8f36b3c83290f06
Rabud,6875c01635e42db992da1509,6875c01635e42db992da1509
Rabud,6875c016b8f3c00f703dadf3,6875c016b8f3c00f703dadf3
Rafada,6875c027dd9489e7cab7a2a9,6875c027dd9489e7cab7a2a9
Rafah,6875bffaeaaf13e443d8b1ff,6875bffaeaaf13e443d8b1ff
Rafah R.C.,6875bff9eda7a7b487709d2e,6875bff9eda7a7b487709d2e
Rafat,6875c00935e42db992da0f82,6875c00935e42db992da0f82
Rafat,6875c029539f20466a3bc702,6875c029539f20466a3bc702
Rakhmeh,6875c0109b1cc93bc436751c,6875c0109b1cc93bc436751c
Ramallah,6875c0206be396c7be3b10a5,6875c0206be396c7be3b10a5
Ramin,6875c0008a29ee65ca913441,6875c0008a29ee65ca913441
Rammun,6875c009bf891e3aab105f9c,6875c009bf891e3aab105f9c
Rantis,6875c01d6bf8da1fa891ce04,6875c01d6bf8da1fa891ce04
Ras 'Atiya,6875c0067389043c96b60418,6875c0067389043c96b60418
Ras Al Ein,68419b909de4ef897e3bae02,68419b909de4ef897e3bae02
Ras Karkar,6875c00bf127c6a93b5d6687,6875c00bf127c6a93b5d6687
Ras Khamis,6875c02001fcc3dbdd356764,6875c02001fcc3dbdd356764
Ras a-Tawil,6875c01269517854cce353c7,6875c01269517854cce353c7
Ras a-Tira,6875c0067389043c96b60433,6875c0067389043c96b60433
Ras al-'Amud,6875c01f68f5dcdae4be7ba3,6875c01f68f5dcdae4be7ba3
Ras al-Far'ah,6875c01d58b028993aaf11ec,6875c01d58b028993aaf11ec
Ras al-Jorah,6875c025d335b95a8e4494ef,6875c025d335b95a8e4494ef
Ras al-Wad,6875c00ff3011fac4bec1f17,6875c00ff3011fac4bec1f17
Rujeib,6875c002aa9fd24b0006799d,6875c002aa9fd24b0006799d
Rummana,6875bffa58b028993aaf0086,6875bffa58b028993aaf0086
Sa'ir,6875c0127bb05de07b51833e,6875c0127bb05de07b51833e
Sabastiya,6875c01cef5f9223ad4b257c,6875c01cef5f9223ad4b257c
Sadet A Thaleh,68419b90a1cb702b21fffb9a,68419b90a1cb702b21fffb9a
Safa,6875c0134d252824544b21f9,6875c0134d252824544b21f9
Saffa,6875c00c9b1cc93bc43673f3,6875c00c9b1cc93bc43673f3
Saffarin,6875c01c37f5379852300919,6875c01c37f5379852300919
Saida,6875c00035e42db992da0cd6,6875c00035e42db992da0cd6
Salem,6875c0025afff353f2530769,6875c0025afff353f2530769
Salfit,6875c00804a507fc7b448c2d,6875c00804a507fc7b448c2d
Salhab,6875c022e0f65a70656da59e,6875c022e0f65a70656da59e
Sanniriya,6875c006ba479c1062f40ced,6875c006ba479c1062f40ced
Sanur,6875bffd37112defe0b5f5cc,6875bffd37112defe0b5f5cc
Sarra,6875c01c539f20466a3bc3ea,6875c01c539f20466a3bc3ea
Sarta,6875c009c66a912b82838a9b,6875c009c66a912b82838a9b
Shamaliyat al-Hawa,6875c011f25e85a49c6decc9,6875c011f25e85a49c6decc9
Sharafat,6875c019252b650464cf3145,6875c019252b650464cf3145
Shebtin,6875c00b0a2b30bfd53fbd43,6875c00b0a2b30bfd53fbd43
Sheikh Jarrah,6875c020bedca23a5b2b27c9,6875c020bedca23a5b2b27c9
Shihda wa Hamlan,6875bfffaa046612f795c4e7,6875bfffaa046612f795c4e7
Shokat as-Sufi,687f0710ea343cd7c5f0a036,687f0710ea343cd7c5f0a036
Shu'fat,6875c0208a7e1f4d0de1c755,6875c0208a7e1f4d0de1c755
Shu'fat R.C.,6875c0207c5888cd6bc6537f,6875c0207c5888cd6bc6537f
Shufah,6875c01cab3d339b225e432a,6875c01cab3d339b225e432a
Shuqba,6875c00b01fcc3dbdd3561aa,6875c00b01fcc3dbdd3561aa
Shuyukh al-'Arrub,6875c01161e9dc30f02d5e0c,6875c01161e9dc30f02d5e0c
Shweika,6875c0007ed36ffe8d2687d1,6875c0007ed36ffe8d2687d1
Sikkah,6875c014ba479c1062f41194,6875c014ba479c1062f41194
Silat a-Dhahr,6875bfff58b028993aaf0782,6875bfff58b028993aaf0782
Silat al-Harithiya,6875bffab265f9fac1c3371a,6875bffab265f9fac1c3371a
Silwad,6875c01e4d0f7f00ff9b73f6,6875c01e4d0f7f00ff9b73f6
Silwad R.C.,6875c01eaa9fd24b0006821d,6875c01eaa9fd24b0006821d
Silwan,6875c01ffaf7802d747da2a8,6875c01ffaf7802d747da2a8
Sinjil,6875c0081970984965c51469,6875c0081970984965c51469
Sir,6875bffd6fcb88f036f79d07,6875bffd6fcb88f036f79d07
Siris,6875bffd0a2b30bfd53fb636,6875bffd0a2b30bfd53fb636
Somara,6875c0263baae76b594fd378,6875c0263baae76b594fd378
Suba,6875c014bf43726ccadd3f59,6875c014bf43726ccadd3f59
Surda,6875c00a12e3adb158682e34,6875c00a12e3adb158682e34
Surif,6875c0137bb05de07b518411,6875c0137bb05de07b518411
Talfit,6875c0079b754e81362bd488,6875c0079b754e81362bd488
Tall a-Sultan R.C.,6875bffaa7c637eaa2e726e1,6875bffaa7c637eaa2e726e1
Tall al-Khashabah,6875bfffe5d79caa2f644593,6875bfffe5d79caa2f644593
Talluzah,6875c01c7a39e79ed540cc30,6875c01c7a39e79ed540cc30
Tammun,6875bffeabcaecceb4467df8,6875bffeabcaecceb4467df8
Tannin,6875c023539f20466a3bc5b5,6875c023539f20466a3bc5b5
Tapuah,6875c0174ff1e2b501929d34,6875c0174ff1e2b501929d34
Tarqumya,6875c014165573e633412b37,6875c014165573e633412b37
Tarramah,6875c01625c65482826920b0,6875c01625c65482826920b0
Tarusah,6875c02504a507fc7b4496ed,6875c02504a507fc7b4496ed
Tawas,6875c014aa046612f795ccfe,6875c014aa046612f795ccfe
Tayasir,6875bffe6be396c7be3b013b,6875bffe6be396c7be3b013b
Telfit,6875bffc58b028993aaf0164,6875bffc58b028993aaf0164
Tell,6875c0021970984965c51318,6875c0021970984965c51318
Ti'nnik,6875c01a58b028993aaf10dc,6875c01a58b028993aaf10dc
Tubas,6875bffebef5333665fa7dda,6875bffebef5333665fa7dda
Tulkarm,6875c0224da6359afbb7b98b,6875c0224da6359afbb7b98b
Tulkarm R.C.,6875c01c6f1622450066f7c8,6875c01c6f1622450066f7c8
Turah a-Sharqiyah,6875bffb546f2654d193ed72,6875bffb546f2654d193ed72
Turah al-Gharbiyah,6875bffbe697f7865190119f,6875bffbe697f7865190119f
Turmus Aya,68419b903e05536a8cbafadd,68419b903e05536a8cbafadd
Turmusaya,6875c01d87e51b141bdb5938,6875c01d87e51b141bdb5938
Um 'Asla,6875c01a0a2b30bfd53fc826,6875c01a0a2b30bfd53fc826
Um Dar,6875bffbc66a912b828385f2,6875bffbc66a912b828385f2
Um Lasafa,6875c0170ddddd64a3759138,6875c0170ddddd64a3759138
Um Laysun,6875c01fba479c1062f41544,6875c01fba479c1062f41544
Um Qabub,6875c0291970984965c51f7d,6875c0291970984965c51f7d
Um Safa,6875c0089b1cc93bc4367293,6875c0089b1cc93bc4367293
Um Salamuna,6875c0110a2b30bfd53fc420,6875c0110a2b30bfd53fc420
Um Tuba,6875bffb5f006aa7cb57bc60,6875bffb5f006aa7cb57bc60
Um Tuba,6875c00f7a39e79ed540c868,6875c00f7a39e79ed540c868
Um a-Rihan,6875bffcab3d339b225e32a8,6875bffcab3d339b225e32a8
Um a-Tut,6875c01a58b028993aaf10c3,6875c01a58b028993aaf10c3
Um al-'Asawej,6875c02a67957aed6df4d88b,6875c02a67957aed6df4d88b
Um al-Butum,6875c00e9b754e81362bd874,6875c00e9b754e81362bd874
Um al-Qasseis,6875c00eef5f9223ad4b2040,6875c00eef5f9223ad4b2040
Umm Al Khair,686559697ef583840de3383e,686559697ef583840de3383e
Wadi 'Ubeid,6875c017b265f9fac1c33eb6,6875c017b265f9fac1c33eb6
Wadi 'Ubeid,6875c0259b754e81362bec5e,6875c0259b754e81362bec5e
Wadi Abu Hindy,6875c02ab12b50f584474d27,6875c02ab12b50f584474d27
Wadi Du'oq,6875c023546f2654d193f9f3,6875c023546f2654d193f9f3
Wadi Esneisel,6875c02a0a2b30bfd53fcdbb,6875c02a0a2b30bfd53fcdbb
Wadi Fukin,6875c0136be396c7be3b0b8d,6875c0136be396c7be3b0b8d
Wadi Muhammad,6875c011d8f36b3c83290a59,6875c011d8f36b3c83290a59
Wadi Muhammad,6875c024f3011fac4bec2868,6875c024f3011fac4bec2868
Wadi Qana,6875c005252b650464cf28e8,6875c005252b650464cf28e8
Wadi Rahhal,6875c011f31ee47e94b2c714,6875c011f31ee47e94b2c714
Wadi Umm Qal'a,6875c00f5afff353f2530abf,6875c00f5afff353f2530abf
Wadi a-Dabi',6875bffb35e42db992da0b0d,6875bffb35e42db992da0b0d
Wadi a-Nis,6875c01125c6548282691e11,6875c01125c6548282691e11
Wadi a-Rasha,6875c021f3011fac4bec276a,6875c021f3011fac4bec276a
Wadi a-Rim,6875c00fdf5eb5e758a32a63,6875c00fdf5eb5e758a32a63
Wadi a-Sada,6875c02868f5dcdae4be7e99,6875c02868f5dcdae4be7e99
Wadi a-Shajena,6875c027296a0ebcd388e7d8,6875c027296a0ebcd388e7d8
Wadi al-'Arayis,6875c0255d42d37241d2890c,6875c0255d42d37241d2890c
Wadi al-Far'ah,6875c01d01fcc3dbdd356651,6875c01d01fcc3dbdd356651
Wadi al-Joz,6875c02038bb2a9e795d2272,6875c02038bb2a9e795d2272
Wadi al-Kilab,6875c00f5d42d37241d28286,6875c00f5d42d37241d28286
Wadi as-Salqa,687f017b3fe3f37f1c3f2051,687f017b3fe3f37f1c3f2051
Ya'bad,6875bffb1323e724b8844c6d,6875bffb1323e724b8844c6d
Yabrud,6875c00925c6548282691af7,6875c00925c6548282691af7
Yanun,6875c0041970984965c51369,6875c0041970984965c51369
Yasid,6875bffe539f20466a3bb9ec,6875bffe539f20466a3bb9ec
Yasuf,6875c0071970984965c51441,6875c0071970984965c51441
Yatma,6875c00774474586966e2302,6875c00774474586966e2302
Yatta,6875c02835e42db992da2649,6875c02835e42db992da2649
Za'tara,6875c00faa9fd24b00067d9b,6875c00faa9fd24b00067d9b
Za'tara,6875c02174474586966e2c50,6875c02174474586966e2c50
Zabdah,6875c01ab14376cff972d955,6875c01ab14376cff972d955
Zabubah,6875bffa1323e724b8844c34,6875bffa1323e724b8844c34
Zawata,6875c0017a39e79ed540c450,6875c0017a39e79ed540c450
Zeita,6875c00046e5fdeb85601542,6875c00046e5fdeb85601542
Zeita Jamma'in,6875c0034ff1e2b501929624,6875c0034ff1e2b501929624
Zif,6875c017dd9489e7cab7996b,6875c017dd9489e7cab7996b
Zif,6875c0183dca717222d7c605,6875c0183dca717222d7c605
Zur Baher,6875c01f164002893fcbb371,6875c01f164002893fcbb371
a-Dab'ah,6875c0068a29ee65ca9135e5,6875c0068a29ee65ca9135e5
a-Damayrah,6875bffc35e42db992da0bc4,6875bffc35e42db992da0bc4
a-Dawa,6875bfff8a7e1f4d0de1b7b9,6875bfff8a7e1f4d0de1b7b9
a-Dhahiriyah,6875c015b8f3c00f703dadcd,6875c015b8f3c00f703dadcd
a-Doha,6875c0195afff353f2530d9f,6875c0195afff353f2530d9f
a-Duheisheh R.C.,6875c012caf7140ccdd003f6,6875c012caf7140ccdd003f6
a-Duwara,6875c0122d205435aa47c6d5,6875c0122d205435aa47c6d5
a-Duweir,6875c00fb265f9fac1c33c72,6875c00fb265f9fac1c33c72
a-Lubban al-Gharbiyah,6875c00858b028993aaf0a88,6875c00858b028993aaf0a88
a-Lubban al-Gharbiyah,6875c00bb8f3c00f703daa60,6875c00bb8f3c00f703daa60
a-Nabi Elyas,6875c006b12b50f5844739c2,6875c006b12b50f5844739c2
a-Nabi Musa,6875c02938bb2a9e795d28cb,6875c02938bb2a9e795d28cb
a-Nabi Saleh,6875c00858b028993aaf0aac,6875c00858b028993aaf0aac
a-Nabi Samwil,6875c0248a7e1f4d0de1c8ed,6875c0248a7e1f4d0de1c8ed
a-Najada,6875c018ab3d339b225e4283,6875c018ab3d339b225e4283
a-Naqurah,6875bfffa7c637eaa2e72833,6875bfffa7c637eaa2e72833
a-Nassariyah,6875c02119bcc907470027a1,6875c02119bcc907470027a1
a-Nazlah a-Sharqiya,6875bfff37f53798522ffb8e,6875bfff37f53798522ffb8e
a-Nazlah al-Gharbiyah,6875c01c19bcc9074700254f,6875c01c19bcc9074700254f
a-Nazlah al-Wusta,6875bfff61e9dc30f02d5852,6875bfff61e9dc30f02d5852
a-Nuseirat R.C.,6875bff969517854cce34e3a,6875bff969517854cce34e3a
a-Nuwei'mah,6875c01ebf43726ccadd4219,6875c01ebf43726ccadd4219
a-Ram,6875c0196ad391d59142a134,6875c0196ad391d59142a134
a-Rama,6875c000b14376cff972d091,6875c000b14376cff972d091
a-Ramadin,6875c01fcbb99d6acd3c89ba,6875c01fcbb99d6acd3c89ba
a-Ras,6875c0043baae76b594fc893,6875c0043baae76b594fc893
a-Rawa'in,6875c00ff67a43d73d2d3011,6875c00ff67a43d73d2d3011
a-Rawa'in,6875c012539f20466a3bc086,6875c012539f20466a3bc086
a-Rifa'iya,6875c017e5d79caa2f644cbf,6875c017e5d79caa2f644cbf
a-Rihiya,6875c01ed8f36b3c83291185,6875c01ed8f36b3c83291185
a-Sa'aidah,6875c029cd76cf413e4364b6,6875c029cd76cf413e4364b6
a-Samu',6875c01701fcc3dbdd35645d,6875c01701fcc3dbdd35645d
a-Sawahrah a-Sharqiyah,6875c019f25e85a49c6def30,6875c019f25e85a49c6def30
a-Sawahrah al-Gharbiyah,6875c01f7bb05de07b5188b0,6875c01f7bb05de07b5188b0
a-Sawaneh,6875c02091e1e1f53d5b5eaa,6875c02091e1e1f53d5b5eaa
a-Sawiyah,6875c0079c9eecc4326a93bc,6875c0079c9eecc4326a93bc
a-Shati' R.C.,6875bff8ef5f9223ad4b166d,6875bff8ef5f9223ad4b166d
a-Shawawrah,6875c00ef3011fac4bec1ef6,6875c00ef3011fac4bec1ef6
a-Sheikh Sa'ed,6875c020296a0ebcd388e413,6875c020296a0ebcd388e413
a-Shuhada (Ganzour),6875bffc35e42db992da0ba4,6875bffc35e42db992da0ba4
a-Shuyukh,6875c01236f16b274d9a298c,6875c01236f16b274d9a298c
a-Shyah,6875c02814bfa312b1676d89,6875c02814bfa312b1676d89
a-Simiya,6875c0156fcb88f036f7abf0,6875c0156fcb88f036f7abf0
a-Sura,6875c016164002893fcbb112,6875c016164002893fcbb112
a-Tabaqa,6875c0256fcb88f036f7b034,6875c0256fcb88f036f7b034
a-Taybah,6875c0092d205435aa47c443,6875c0092d205435aa47c443
a-Taybah,6875c028bf891e3aab10680b,6875c028bf891e3aab10680b
a-Thabra,6875c024ab3d339b225e4943,6875c024ab3d339b225e4943
a-Thaghra,6875c021f3011fac4bec27a8,6875c021f3011fac4bec27a8
a-Tirah,6875c00cdf5eb5e758a3295b,6875c00cdf5eb5e758a3295b
a-Tur,6875c01f58b028993aaf1269,6875c01f58b028993aaf1269
a-Tuwani,6875c017f127c6a93b5d6a6f,6875c017f127c6a93b5d6a6f
a-Za'ayem,6875c019b14376cff972d8bf,6875c019b14376cff972d8bf
a-Zababidah,6875bffde5d79caa2f644520,6875bffde5d79caa2f644520
a-Zawiya,6875c00937112defe0b5fa05,6875c00937112defe0b5fa05
a-Zawiya,6875c01c25c6548282692226,6875c01c25c6548282692226
a-Zbeidat,6875c02169517854cce3586f,6875c02169517854cce3586f
a-Zuweidin,6875c0181ffd100ab7af0d06,6875c0181ffd100ab7af0d06
al-'Alaqah,6875c0161323e724b8845460,6875c0161323e724b8845460
al-'Alaqah a-Tahta,6875c027f127c6a93b5d7565,6875c027f127c6a93b5d7565
al-'Alaqah al-Foqa,6875c0168a7e1f4d0de1c40a,6875c0168a7e1f4d0de1c40a
al-'Aqabah,6875bffc69517854cce34ed1,6875bffc69517854cce34ed1
al-'Aqabah,6875c02114bfa312b1676b40,6875c02114bfa312b1676b40
al-'Araqah,6875c01aaa046612f795cea2,6875c01aaa046612f795cea2
al-'Arrub R.C.,6875c0117ed36ffe8d268c80,6875c0117ed36ffe8d268c80
al-'Asa'asah,6875bffe19bcc90747001622,6875bffe19bcc90747001622
al-'Asakirah,6875c010aa9fd24b00067dff,6875c010aa9fd24b00067dff
al-'Attarah,6875c01ac66a912b82839143,6875c01ac66a912b82839143
al-'Aza R.C.,6875c01201fcc3dbdd356326,6875c01201fcc3dbdd356326
al-'Azazimah,6875c028539f20466a3bc6d7,6875c028539f20466a3bc6d7
al-'Eizariyah,6875c019f127c6a93b5d6af1,6875c019f127c6a93b5d6af1
al-'Esawiyah,6875c020c66a912b82839a3c,6875c020c66a912b82839a3c
al-'Iqab,6875c010b8f3c00f703dac64,6875c010b8f3c00f703dac64
al-'Udeisah,6875c018dd9489e7cab79a6d,6875c018dd9489e7cab79a6d
al-Aqrabaniyah,6875bfff1970984965c510d3,6875bfff1970984965c510d3
al-Badhan,6875bfff7389043c96b5feb0,6875bfff7389043c96b5feb0
al-Baida,6875c0240708ac560f3619b0,6875c0240708ac560f3619b0
al-Birah,6875c0155d42d37241d283af,6875c0155d42d37241d283af
al-Bureij R.C.,6875bff88a29ee65ca913161,6875bff88a29ee65ca913161
al-Burj,6875c015957701899282c1cd,6875c015957701899282c1cd
al-Buweib,6875c018e5d79caa2f644ce2,6875c018e5d79caa2f644ce2
al-Fandaqumiyah,6875bffe7c5888cd6bc643d6,6875bffe7c5888cd6bc643d6
al-Faqir,6875c018cbb99d6acd3c8854,6875c018cbb99d6acd3c8854
al-Far'ah R.C.,6875bffe7a39e79ed540c33e,6875bffe7a39e79ed540c33e
al-Farisiyah,6875c01ddd9489e7cab79d96,6875c01ddd9489e7cab79d96
al-Fawwar R.C.,6875c01714bfa312b16767ab,6875c01714bfa312b16767ab
al-Funduq,6875c004bf891e3aab105cc6,6875c004bf891e3aab105cc6
al-Fuqrah,6875c02b5d42d37241d28b9e,6875c02b5d42d37241d28b9e
al-Fureidis,6875c010aa046612f795ca33,6875c010aa046612f795ca33
al-Hadidiyah,6875c00eb8f3c00f703dabd8,6875c00eb8f3c00f703dabd8
al-Hadidiyah,6875c023eda7a7b48770aaa8,6875c023eda7a7b48770aaa8
al-Haffasi,6875c022957701899282c5a1,6875c022957701899282c5a1
al-Hafira,6875c023ba479c1062f41667,6875c023ba479c1062f41667
al-Halqum,6875c00e37112defe0b5fb83,6875c00e37112defe0b5fb83
al-Hashimiyah,6875c01ac66a912b8283915a,6875c01ac66a912b8283915a
al-Hijrah,6875c017957701899282c24d,6875c017957701899282c24d
al-Hilah,6875c02804a507fc7b4499ce,6875c02804a507fc7b4499ce
al-Hujailah,6875c00edf5eb5e758a32a21,6875c00edf5eb5e758a32a21
